Utterance,Intent
Chương trình đào tạo thạc sĩ bổ sung những gì cho học viên,policy
Mục tiêu đào tạo là gì,policy
Mục tiêu đào tạo,policy
Mục đích của đào tạo thạc sĩ,policy
Chương trình đào tạo thạc sĩ gồm những phần nào,policy
Chương trình đào tạo thạc sĩ ứng dụng có bao nhiêu tín chỉ,policy
Tổng số tín chỉ của CTDT thạc sĩ được phân bố như thế nào,policy
CTDT thạc sĩ nghiên cứu có bao nhiêu tín chỉ,policy
Quy định về thời gian tối đa để các học viên đã được miễn trừ khối lượng tín chỉ tích lũy hoàn thành khóa học,policy
CTDT thạc sĩ nghiên cứu gồm những phần nào,policy
Tổng số tín chỉ của CTDT thạc sĩ nghiên cứu được phân bố như thế nào,policy
Chương trình đào tạo thạc sĩ ứng dụng học những phần nào,policy
CTDT thạc sĩ nghiên cứu học những gì,policy
CTDT thạc sĩ nghiên cứu chuyên sâu có mấy tín chỉ,policy
CTDT thạc sĩ nghiên cứu chuyên sâu học những gì,policy
CTDT thạc sĩ nghiên cứu chuyên sâu gồm mấy phần,policy
Số tín chỉ của CTDT thạc sĩ nghiên cứu chuyên sâu được phân bố như thế nào,policy
Thời gian đào tạo thạc sĩ là bao lâu,policy
CTDT thạc sĩ kéo dài trong bao lâu,policy
Học viên phải học khóa đào tạo thạc sĩ trong bao lâu,policy
Tổng thời gian đào tạo tối đa là bao lâu,policy
Thời gian tạm dừng kéo dài có được tính vào tổng thời gian đào tạo không,policy
Quy định về tổng thời gian đào tạo thạc sĩ,policy
Thời gian đào tạo có bao gồm thời gian tạm dừng kéo dài không và tối đa là bao lâu,policy
Thời gian đào tạo tối đa là bao nhiêu học kỳ,policy
"Học viên được phép kéo dài thời gian đào tạo tối đa là bao lâu
",policy
Thời gian tối đa để học viên đã được miễn trừ khối lượng tín chỉ tích lũy hoàn thành khóa học là bao lâu,policy
Học viên đã được miễn trừ khối lượng tín chỉ tích lũy cần phải hoàn thành khóa học trong bao lâu,policy
Đối với học viên đã được miễn trừ khối lượng tín chỉ tích lũy thời gian tối đa để học viên hoàn thành khóa học được xác định trên cơ sở nào,policy
Đối với học viên đã được miễn trừ khối lượng tín chỉ tích lũy thời gian tối đa để học viên hoàn thành khóa học được xác định ở đâu,policy
"Nội dung môn học bao gồm những thành phần nào
",policy
"Môn học bao gồm thành phần nào
",policy
"Học phần gồm những thành phần nào
",policy
"Cấu trúc môn học như thế nào
",policy
Thực hành và lí thuyết chiếm tỉ lệ thời gian thế nào trong quá trình học,policy
Nội dung môn học được thể hiện ở đâu,policy
"Nội dung môn học gồm những phần nào
",policy
"Phần thực hành chiếm bao nhiêu phần trăm thời lượng môn
",policy
"Môn học gồm những phần nào
",policy
Môn học có tối thiếu mấy tín chỉ,policy
Nội dung môn học có ở đâu và tối thiểu mấy tín chỉ,policy
Trong nội dung môn học M là gì,policy
"Trong nội dung học phần M là gì
",policy
"Thời lượng tối thiểu của môn học này là bao nhiêu tín chỉ
",policy
"Số tín chỉ tối thiểu của môn học
",policy
"Nội dung môn học là gì
",policy
Cấu trúc môn học,policy
Cấu trúc học phần,policy
Thông tin về cấu trúc học phần,policy
Thông tin về cấu trúc của môn học,policy
"Thông tin về nội dung môn học
",policy
Học viên cần biết gì về cấu trúc môn học,policy
Học viên cần biết gì về cấu trúc học phần,policy
Nội dung môn học gồm,policy
Nội dung môn học mà học viên cần lưu ý,policy
Thông tin về nội dung và cấu trúc học phần,policy
Quy định này được áp dụng ở đâu,policy
Quy định này được thực hiện ở đâu,policy
Địa điểm quy định này được áp dụng,policy
Địa điểm quy định này được thực hiện,policy
Thông tin về quy chế đào tạo thạc sĩ,policy
Quy chế quy định về đào tạo thạc sĩ,policy
Quy chế này quy định về đào tạo trình độ thạc sĩ bao gồm,policy
Thông tin về quy chế quy định về đào tạo thạc sĩ,policy
Quy chế quy định về đào tạo trình độ thạc sĩ mà học viên cần lưu ý,policy
Thông tin về quy chế quy định về đào tạo trình độ thạc sĩ mà học viên cần biết,policy
Thông tin về quy chế quy định về đào tạo trình độ thạc sĩ mà học viên cần lưu ý,policy
Các phần của quy chế quy định về đào tạo trình độ thạc sĩ,policy
Quy chế quy định về đào tạo trình độ thạc sĩ bao gồm những phần nào,policy
Quy chế quy định về đào tạo trình độ thạc sĩ có những phần nào quan trọng,policy
Quy định này được áp dụng ở,policy
Căn cứ để xây dựng quy định về Tổ chức và quản lý đào tạo trình độ thạc sĩ của Trường Đại học Bách khoa,policy
Một vài thông tin về quy định về tổ chức và quản lý đào tạo trình độ thạc sĩ của Trường Đại học Bách khoa,policy
"Quy định về Tổ chức và quản lý đào tạo trình độ thạc sĩ của Trường Đại học Bách khoa dựa trên cơ sở gì
",policy
Quy định về Tổ chức và quản lý đào tạo trình độ thạc sĩ của Trường Đại học Bách khoa dựa trên văn bản nào,policy
Quy định về Tổ chức và quản lý đào tạo trình độ thạc sĩ của Trường Đại học Bách khoa – Đại học Quốc Gia Thành phố Hồ Chí Minh ĐHQGHCM được xây dựng dựa trên các văn bản pháp luật hiện hành nào,policy
Căn cứ để xây dựng quy định,policy
Thông tin về căn cứ để xây dựng quy định,policy
Những thông tin về căn cứ xây dựng quy định,policy
Những thông tin về căn cứ xây dựng quy định mà học viên cần lưu ý,policy
Các văn bản làm căn cứ cho các quy định của trường đại học Bách Khoa,policy
Chương trình đào tạo thạc sĩ có mấy tín chỉ,policy
Chương trình đào tạo thạc sĩ có mấy loại,policy
Chương trình đào tạo là gì,policy
Chương trình đào tạo,policy
Tôi là cử nhân,answer
Tôi muốn hỏi cho cấp cử nhân,answer
Mình muốn hỏi về bậc cử nhân,answer
Tôi muốn biết về bậc cử nhân,answer
Tôi muốn biết thông tin về bậc cử nhân,answer
MÌnh muốn biết thông tin về bậc cử nhân,answer
Mình là cử nhân,answer
Mình cần hỏi về bậc cử nhân,answer
Tôi muốn biết chi tiết về bậc cử nhân,answer
Mình muốn biết chi tiết của bậc cử nhân,answer
Tôi muốn hỏi chi tiết về bậc cử nhân,answer
Mình muốn hỏi chi tiết về bậc cử nhân,answer
Mình muốn tìm hiểu về bậc cử nhân,answer
Tôi muốn tìm hiểu về bậc cử nhân,answer
Cho tôi biết về bậc cử nhân,answer
Cho mình biết về bậc cử nhân,answer
Cho tôi biết thông tin về bậc cử nhân,answer
Cho mình biết thông tin về bậc cử nhân,answer
Cho mình hỏi về bậc cử nhân,answer
cử nhân á,answer
Là cử nhân nha,answer
Tôi muốn hỏi cho cử nhân,answer
Tôi là sinh viên,answer
Tôi muốn hỏi cho cấp sinh viên,answer
Mình muốn hỏi về bậc sinh viên,answer
Tôi muốn biết về bậc sinh viên,answer
Tôi muốn biết thông tin về bậc sinh viên,answer
MÌnh muốn biết thông tin về bậc sinh viên,answer
Mình là sinh viên,answer
Mình cần hỏi về bậc sinh viên,answer
Tôi muốn biết chi tiết về bậc sinh viên,answer
Mình muốn biết chi tiết của bậc sinh viên,answer
Tôi muốn hỏi chi tiết về bậc sinh viên,answer
Mình muốn hỏi chi tiết về bậc sinh viên,answer
Mình muốn tìm hiểu về bậc sinh viên,answer
Tôi muốn tìm hiểu về bậc sinh viên,answer
Cho tôi biết về bậc sinh viên,answer
Cho mình biết về bậc sinh viên,answer
Cho tôi biết thông tin về bậc sinh viên,answer
Cho mình biết thông tin về bậc sinh viên,answer
Cho mình hỏi về bậc sinh viên,answer
sinh viên á,answer
Là sinh viên nha,answer
Tôi muốn hỏi cho sinh viên,answer
Tôi là thạc sĩ,answer
Tôi muốn hỏi cho cấp thạc sĩ,answer
Mình muốn hỏi về bậc thạc sĩ,answer
Tôi muốn biết về bậc thạc sĩ,answer
Tôi muốn biết thông tin về bậc thạc sĩ,answer
MÌnh muốn biết thông tin về bậc thạc sĩ,answer
Mình là thạc sĩ,answer
Mình cần hỏi về bậc thạc sĩ,answer
Tôi muốn biết chi tiết về bậc thạc sĩ,answer
Mình muốn biết chi tiết của bậc thạc sĩ,answer
Tôi muốn hỏi chi tiết về bậc thạc sĩ,answer
Mình muốn hỏi chi tiết về bậc thạc sĩ,answer
Mình muốn tìm hiểu về bậc thạc sĩ,answer
Tôi muốn tìm hiểu về bậc thạc sĩ,answer
Cho tôi biết về bậc thạc sĩ,answer
Cho mình biết về bậc thạc sĩ,answer
Cho tôi biết thông tin về bậc thạc sĩ,answer
Cho mình biết thông tin về bậc thạc sĩ,answer
Cho mình hỏi về bậc thạc sĩ,answer
thạc sĩ á,answer
Là thạc sĩ nha,answer
Tôi muốn hỏi cho thạc sĩ,answer
Tôi là tiến sĩ,answer
Tôi muốn hỏi cho cấp tiến sĩ,answer
Mình muốn hỏi về bậc tiến sĩ,answer
Tôi muốn biết về bậc tiến sĩ,answer
Tôi muốn biết thông tin về bậc tiến sĩ,answer
MÌnh muốn biết thông tin về bậc tiến sĩ,answer
Mình là tiến sĩ,answer
Mình cần hỏi về bậc tiến sĩ,answer
Tôi muốn biết chi tiết về bậc tiến sĩ,answer
Mình muốn biết chi tiết của bậc tiến sĩ,answer
Tôi muốn hỏi chi tiết về bậc tiến sĩ,answer
Mình muốn hỏi chi tiết về bậc tiến sĩ,answer
Mình muốn tìm hiểu về bậc tiến sĩ,answer
Tôi muốn tìm hiểu về bậc tiến sĩ,answer
Cho tôi biết về bậc tiến sĩ,answer
Cho mình biết về bậc tiến sĩ,answer
Cho tôi biết thông tin về bậc tiến sĩ,answer
Cho mình biết thông tin về bậc tiến sĩ,answer
Cho mình hỏi về bậc tiến sĩ,answer
tiến sĩ á,answer
Là tiến sĩ nha,answer
Tôi muốn hỏi cho tiến sĩ,answer
Tôi là nghiên cứu sinh,answer
Tôi muốn hỏi cho cấp nghiên cứu sinh,answer
Mình muốn hỏi về bậc nghiên cứu sinh,answer
Tôi muốn biết về bậc nghiên cứu sinh,answer
Tôi muốn biết thông tin về bậc nghiên cứu sinh,answer
MÌnh muốn biết thông tin về bậc nghiên cứu sinh,answer
Mình là nghiên cứu sinh,answer
Mình cần hỏi về bậc nghiên cứu sinh,answer
Tôi muốn biết chi tiết về bậc nghiên cứu sinh,answer
Mình muốn biết chi tiết của bậc nghiên cứu sinh,answer
Tôi muốn hỏi chi tiết về bậc nghiên cứu sinh,answer
Mình muốn hỏi chi tiết về bậc nghiên cứu sinh,answer
Mình muốn tìm hiểu về bậc nghiên cứu sinh,answer
Tôi muốn tìm hiểu về bậc nghiên cứu sinh,answer
Cho tôi biết về bậc nghiên cứu sinh,answer
Cho mình biết về bậc nghiên cứu sinh,answer
Cho tôi biết thông tin về bậc nghiên cứu sinh,answer
Cho mình biết thông tin về bậc nghiên cứu sinh,answer
Cho mình hỏi về bậc nghiên cứu sinh,answer
nghiên cứu sinh á,answer
Là nghiên cứu sinh nha,answer
Tôi muốn hỏi cho nghiên cứu sinh,answer
Chào bạn,greeting
XIn chào,greeting
Chào buổi sáng,greeting
Chào buổi tối,greeting
Chào nhé,greeting
Ê,greeting
Chào chị,greeting
Chào anh,greeting
Chào em,greeting
Chào cậu,greeting
Chào cô,greeting
Mình chào cậu nhé,greeting
Mình chào bạn,greeting
Em chào chị ạ,greeting
Chào bạn ạ,greeting
Chào bạn nhé,greeting
Xin chào nhé,greeting
